"location"	"source"	"target"
"special_ability_phases_onscreen_name_hlyjdgwuqi"	"碎甲"	""
"uied_component_texts_localised_string_title_NewState_Text_2000004"	"[[col:flavour]]角色图鉴[[/col]]"	""
"mod_xyy_character_browser_close"	"关闭"	""
"mod_xyy_character_illustrations_lock"	"[[col:effect_icon_supplement_negative]]未获得该人物[[/col]]"	""
"mod_xyy_character_illustrations_unlock"	"[[col:effect_icon_supplement_positive]]已获得该人物[[/col]]"	""
"mod_xyy_character_illustrations_hlyjby"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]201年有任意部队探索江夏"	""
"mod_xyy_character_illustrations_hlyjch"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"mod_xyy_character_illustrations_hlyjci"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"mod_xyy_character_illustrations_hlyjcj"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"mod_xyy_character_illustrations_hlyjdingzhie"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]卡芙卡剧情获取"	""
"mod_xyy_character_illustrations_hlyjck"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"mod_xyy_character_illustrations_hlyjcl"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"mod_xyy_character_illustrations_hlyjcm"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"mod_xyy_character_illustrations_hlyjdf"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]触发雷电将军的内战后将会出现在稻妻幕府派系"	""
"mod_xyy_character_illustrations_hlyjcn"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"mod_xyy_character_illustrations_hlyjco"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"mod_xyy_character_illustrations_hlyjcp"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"mod_xyy_character_illustrations_hlyjcq"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"mod_xyy_character_illustrations_hlyjcr"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"mod_xyy_character_illustrations_hlyjcs"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"mod_xyy_character_illustrations_hlyjct"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"mod_xyy_character_illustrations_hlyjcu"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"mod_xyy_character_illustrations_hlyjcv"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"mod_xyy_character_illustrations_hlyjcw"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"mod_xyy_character_illustrations_hlyjcx"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"mod_xyy_character_illustrations_hlyjcy"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"mod_xyy_character_illustrations_hlyjcz"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"mod_xyy_character_illustrations_hlyjda"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"mod_xyy_character_illustrations_hlyjdc"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"mod_xyy_character_illustrations_hlyjdd"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"mod_xyy_character_illustrations_hlyjde"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"mod_xyy_character_illustrations_hlyjdg"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"mod_xyy_character_illustrations_hlyjdh"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"mod_xyy_character_browser_back"	"返回"	""
"mod_xyy_characters_illustrations_menu"	"角色图鉴"	""
"names_name_1174608893"	"黑天鹅"	""
"land_units_onscreen_name_hlyjdh"	"黑天鹅"	""
"character_skills_localised_description_hlyjdhjineng"	"对范围内的目标敌方单位造成伤害，并附加一层「奥迹」效果，持续120秒"	""
"character_skills_localised_name_hlyjdhjineng"	"失坠，伪神的黄昏"	""
"effects_description_hlyjdhjineng"	"技能：失坠，伪神的黄昏"	""
"special_ability_phases_onscreen_name_hlyjdhjineng_arcana"	"奥迹[[col:effect_icon_supplement_negative]]+1[[/col]]"	""
"unit_abilities_onscreen_name_hlyjdhjineng"	"失坠，伪神的黄昏"	""
"unit_abilities_tooltip_text_hlyjdhjineng"	"对范围内的目标敌方单位造成伤害，并附加一层「奥迹」效果，持续120秒"	""
"unit_ability_types_onscreen_name_hlyjdhjineng"	"主动减益"	""
"character_skills_localised_description_hlyjdhjineng2"	"解锁全地图视野；对所有敌方单位额外叠加两层「奥迹」效果，持续45秒，禁用敌方单位的不溃、无所不胜效果"	""
"character_skills_localised_name_hlyjdhjineng2"	"沉醉于彼界的臂湾"	""
"effects_description_hlyjdhjineng2"	"技能：沉醉于彼界的臂湾"	""
"special_ability_phases_onscreen_name_hlyjdhjineng2_arcana"	"奥迹[[col:effect_icon_supplement_negative]]+2[[/col]]"	""
"unit_abilities_onscreen_name_hlyjdhjineng2"	"沉醉于彼界的臂湾"	""
"unit_abilities_tooltip_text_hlyjdhjineng2"	"解锁全地图视野；对所有敌方单位额外叠加两层「奥迹」效果，持续45秒，禁用敌方单位的不溃、无所不胜效果"	""
"unit_ability_types_onscreen_name_hlyjdhjineng2"	"终极技能"	""
"character_skills_localised_description_hlyjdhjineng3"	"黑天鹅入场后，对所有敌方单位叠加一层「奥迹」效果"	""
"character_skills_localised_name_hlyjdhjineng3"	"无端命运的机杼"	""
"effects_description_hlyjdhjineng3"	"技能：无端命运的机杼"	""
"special_ability_phases_onscreen_name_hlyjdhjineng3_arcana"	"奥迹[[col:effect_icon_supplement_negative]]+1[[/col]]"	""
"unit_abilities_onscreen_name_hlyjdhjineng3"	"无端命运的机杼"	""
"unit_abilities_tooltip_text_hlyjdhjineng3"	"黑天鹅入场后，对所有敌方单位叠加一层「奥迹」效果；\\n\\n奥迹：每层可使敌方\\n [[col:effect_icon_supplement_negative]]-30%[[/col]] 近战闪避\\n [[col:effect_icon_supplement_negative]]-30%[[/col]] 远程格挡\\n [[col:effect_icon_supplement_negative]]-30%[[/col]] 护甲\\n [[col:effect_icon_supplement_negative]]-12[[/col]] 士气\\n 每30秒 [[col:effect_icon_supplement_negative]]-10[[/col]] 生命值，最多可叠加4层。"	""
"unit_ability_types_onscreen_name_hlyjdhjineng3"	"被动减益"	""
"incidents_localised_title_summon_hlyjdg"	"娜维娅"	""
"incidents_localised_description_summon_hlyjdg"	"枫丹民间组织刺玫会的会长、领导、老板、总指挥，一位可爱、尽责的好老板，致力于为枫丹人解决各类难题，在父亲卡雷斯・卡萨帕去世后勉力支撑起奄奄一息的刺玫会。\\n\\n[[b]]属性[[/b]] [[img:icon_geo]][[/img]][[col:geo]][[b]]岩[[/b]][[/col]]\\n\\n[[col:geo]][[b]]终极技能：[[/b]][[/col]] 如霰澄天的鸣礼\\n\\n[[col:geo]][[b]]主动技能：[[/b]][[/col]] 「伞弹枪」\\n\\n[[i]]娜维娅以「伞弹枪」发射霰弹作为主要的攻击方式，可对近距离的敌方单位造成密集可怖的大量伤害，并削弱敌方的士气。[[/i]]"	""
"mod_xyy_character_browser_hlyjdg"	"[[b]][[col:flavour]]娜维娅[[/col]]（传奇战士）[[/b]]\\n[[b]]属性[[/b]] [[img:icon_geo]][[/img]][[col:Element_Geo_background]][[b]]岩[[/b]][[/col]]\\n\\n[[b]]推荐指数[[/b]] [[col:fe_difficulty_easy]]★★★★★[[/col]]\\n[[img:role_primary]][[/img]][[b]]主将：[[/b]]作战时需要专注操作\\n[[img:role_dps]][[/img]][[b]]输出：[[/b]]此人物以输出能力见长\\n\\n[[b]][[col:effect_icon_supplement_positive]]特点[[/col]][[/b]] 远程输出 对单输出 CD较短 擅长单挑 远程防御 强制溃逃\\n[[b]][[col:effect_icon_supplement_negative]]弱点[[/col]][[/b]] 易造成友伤"	""
"incidents_localised_title_summon_hlyjdh"	"黑天鹅"	""
"incidents_localised_description_summon_hlyjdh"	"「流光忆庭」的忆者，神秘优雅的占卜师。\\n\\n[[b]]属性[[/b]] [[img:icon_wind]][[/img]][[col:anemo]][[b]]风[[/b]][[/col]]\\n\\n[[col:anemo]][[b]]终极技能：[[/b]][[/col]] 沉醉于彼界的臂湾\\n\\n[[col:anemo]][[b]]主动技能：[[/b]][[/col]] 失坠，伪神的黄昏\\n\\n[[col:anemo]][[b]]被动技能：[[/b]][[/col]] 无端命运的机杼\\n\\n[[i]]黑天鹅可以使敌方武将技能的护盾失效，同时在持续为敌方附加减益效果。[[/i]]"	""
"mod_xyy_character_browser_hlyjdh"	"[[b]][[col:flavour]]黑天鹅[[/col]]（传奇军师）[[/b]]\\n[[b]]属性[[/b]] [[img:icon_wind]][[/img]][[col:Element_Anemo_background]][[b]]风[[/b]][[/col]]\\n\\n[[b]]推荐指数[[/b]] [[col:fe_difficulty_easy]]★★★★★[[/col]]\\n[[img:role_secondary]][[/img]][[b]]副将：[[/b]]作战时操作优先级较低\\n[[img:role_support]][[/img]][[b]]辅助：[[/b]]此人物可协助友方单位或影响敌方单位\\n\\n[[b]][[col:effect_icon_supplement_positive]]特点[[/col]][[/b]] 范围减益 强制溃逃 削减敌方士气 增加视野 持续造成伤害\\n[[b]][[col:effect_icon_supplement_negative]]弱点[[/col]][[/b]] 伤害较低 CD较长 不擅近战"	""
"names_name_1881118338"	"吟霖"	""
"land_units_onscreen_name_hlyjdi"	"吟霖"	""
"character_skills_localised_description_hlyjdijineng"	"吟霖对敌方单位造成伤害时，会对周围的敌人产生导电伤害，最远可传导至15米。"	""
"character_skills_localised_name_hlyjdijineng"	"悬丝寻迹"	""
"effects_description_hlyjdijineng"	"技能：悬丝寻迹"	""
"special_ability_phases_onscreen_name_hlyjdijineng"	"悬丝寻迹"	""
"special_ability_phases_onscreen_name_hlyjdijineng_imbue"	"导电"	""
"unit_abilities_onscreen_name_hlyjdijineng"	"悬丝寻迹"	""
"unit_abilities_tooltip_text_hlyjdijineng"	"吟霖对敌方单位造成伤害时，会对周围的敌人产生导电伤害，最远可传导至15米。"	""
"unit_ability_types_onscreen_name_hlyjdijineng"	"被动增益"	""
"character_skills_localised_description_hlyjdijineng2"	"引下天雷轰击敌人，并对范围内的敌军造成导电伤害，最远可传导至60米。"	""
"character_skills_localised_name_hlyjdijineng2"	"破天雷灭击"	""
"effects_description_hlyjdijineng2"	"技能：破天雷灭击"	""
"special_ability_phases_onscreen_name_hlyjdijineng2"	"破天雷灭击"	""
"unit_abilities_onscreen_name_hlyjdijineng2"	"破天雷灭击"	""
"unit_abilities_tooltip_text_hlyjdijineng2"	"引下天雷轰击敌人，并对范围内的敌军造成导电伤害，最远可传导至60米。"	""
"unit_ability_types_onscreen_name_hlyjdijineng2"	"终极技能"	""
"mod_xyy_character_illustrations_hlyjdi"	"[[col:flavour]][[b]]获得方式：[[/b]][[/col]]逍遥游商店抽奖获取"	""
"incidents_localised_title_summon_hlyjdi"	"吟霖"	""
"incidents_localised_description_summon_hlyjdi"	"吟霖曾经是治安署的优秀巡尉，成熟可靠、深藏不露。她善于利用身边一切资源，调查那些大家接触不到的罪恶。虽然她看似孤傲，但当你获得她足够的信任之后，你会明白她藏在艳丽张扬外表下坚强善良的内心。\\n\\n[[b]]属性[[/b]] [[img:icon_electro2]][[/img]][[col:electro]][[b]]导电[[/b]][[/col]]\\n\\n[[col:electro]][[b]]终极技能：[[/b]][[/col]] 破天雷灭击\\n\\n[[col:electro]][[b]]被动减益：[[/b]][[/col]] 悬丝寻迹\\n\\n[[col:electro]]\\n\\n[[i]]吟霖的攻击具有强大的电压，会使范围内的敌方单位遭受导电伤害，无视护盾且持续损失生命值。[[/i]]"	""
"mod_xyy_character_browser_hlyjdi"	"[[b]][[col:flavour]]吟霖[[/col]]（传奇先锋）[[/b]]\\n[[b]]属性[[/b]] [[img:icon_electro2]][[/img]][[col:Element_Electro_background]][[b]]导电[[/b]][[/col]]\\n\\n[[b]]推荐指数[[/b]] [[col:fe_difficulty_easy]]★★★★★[[/col]]\\n[[img:role_secondary]][[/img]][[b]]副将：[[/b]]作战时操作优先级较低\\n[[img:role_dps]][[/img]][[b]]输出：[[/b]]此人物以输出能力见长\\n[[img:role_support]][[/img]][[b]]辅助：[[/b]]此人物可协助友方单位或影响敌方单位\\n\\n[[b]][[col:effect_icon_supplement_positive]]特点[[/col]][[/b]] 近战输出 对群伤害 削减敌方士气 减速控制\\n[[b]][[col:effect_icon_supplement_negative]]弱点[[/col]][[/b]] CD较长"	""
"dilemmas_localised_title_hexie2_script"	"是否禁用抽奖武将？"	""
"dilemmas_localised_description_hexie2_script"	"您可以选择禁用武将抽奖功能，AI和玩家均无法获得抽奖武将，相关的剧情也不会再触发。\\n\\n注意：此选项一旦禁用，在后续存档中将无法再次重新开启。你仍然可以使用抽奖券抽取各种附件、马匹或者随从。"	""
"cdir_events_dilemma_choice_details_localised_choice_label_hexie2_scriptFIRST"	"不禁用（推荐）"	""
"cdir_events_dilemma_choice_details_localised_choice_label_hexie2_scriptSECOND"	"禁用"	""
"cdir_events_dilemma_choice_details_localised_choice_title_hexie2_scriptSECOND"	"你已经禁用了武将抽奖系统，祝你游戏愉快！"	""
"ceo_nodes_title_hlyjdiyifu"	"吟霖的护甲"	""
"ceo_nodes_title_hlyjdichenghao"	"诛恶傀儡"	""
"ceo_nodes_title_hlyjdhchenghao"	"占卜师"	""
"incidents_localised_title_kafka_leader"	"政权更迭"	""
"incidents_localised_description_kafka_leader"	"不论是何变故，派系的执政大权最终交予你手，尽管你有些不情愿，但也无可奈何。只能好好进入朝政状态，与群臣一同掌管国家大事吧！"	""
"missions_localised_title_kafka_mission_02_kafka_leader"	"出征之日"	""
"missions_localised_description_kafka_mission_02_kafka_leader"	"[[col:dark_grey]]你招兵买马，扩充军队，很快便到了出征之时。你摆好宴席，和众臣商讨出征之事。[[/col]]\\n\\n我说道：「各军部已经集结完毕，我想是时候要出发去西域了。今天召集大家在一起是想告诉各位，我不在的这些日子里，国家决策就交给丞相处置，大家都没有异议吧？」\\n\\n群臣道：「主公，此次出征，路途凶恶，望主公多加保重，家国大事交予我等，主公尽可放心。」"	""
"missions_localised_supplementary_text_kafka_mission_02_kafka_leader"	"[[i]]卡芙卡领军时，军队的移动能消耗更少的行动点数，军队的地图移动范围可大幅度增加[[/i]]"	""
"cdir_events_dilemma_choice_details_localised_choice_title_kafka_mission_02_choice_kafka_leaderFIRST"	"你选择了继续前进。"	""
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_02_choice_kafka_leaderFIRST"	"继续前进"	""
"dilemmas_localised_title_kafka_mission_02_choice_kafka_leader"	"天降陨石"	""
"dilemmas_localised_description_kafka_mission_02_choice_kafka_leader"	"[[col:dark_grey]]行至朔方以东，忽天昏地暗，见一火流之星坠于前方，顷刻山崩地裂，众人大惊，皆不能立，跌坐于地，士气溃败，止步不前。[[/col]]\\n\\n卒大呼道：「啊，此乃天塌之兆，死路也，我等岂敢复行？逃之！」\\n\\n我喊来谋士：「怎么回事？前面发生了什么？」\\n\\n谋士曰：「主公，前方乃仙人栽培‘建木’所在之地，今神木现世，天星频落，狼烟四起，盗贼横行，此行必有恶果，需得撤离。」\\n\\n我说：「看来，我们来对地方了，我们应该继续调查才是。」\\n\\n谋士曰：「此行甚危，望主公三思。」\\n\\n面临此等抉择，我需得做出决定："	""
"missions_localised_title_kafka_mission_02_a_kafka_leader"	"一路往西"	""
"missions_localised_description_kafka_mission_02_a_kafka_leader"	"你宰杀一了头牛，犒劳全军将士，稍作修整，随后便率领部队继续向西出征……"	""
"missions_localised_title_kafka_mission_03_kafka_leader"	"行至大城"	""
"missions_localised_description_kafka_mission_03_kafka_leader"	"[[col:dark_grey]]复行数十日，至大城，村庄皆毁，百姓疯癫，状若丧尸，无人劳作，横尸遍地，死伤无数。[[/col]]\\n\\n谋士曰：「‘建木’所结之实，若有造化者食之，寿与天齐。倘若……无此造化，[[col:blue]]恐食之则化为枯骨，发肤崩裂，行为疯癫[[/col]]。盖此地百姓误食之矣！」\\n\\n我看见前方狼烟四起，马上察觉到了不对劲：「全军注意，前方似乎有敌情，排好阵型，准备迎敌！」\\n\\n士兵道：「主公果真料事如神，现我军已然占尽优势，是主动出击，还是固守迎敌，还请将军下令。」"	""
"missions_localised_supplementary_text_kafka_mission_03_kafka_leader"	"[[i]]利用卡芙卡的和敌军进行战斗吧！[[/i]]"	""
"incidents_localised_description_kafka_mission_03_complete_kafka_leader"	"[[col:dark_grey]]你大显神威，击退山贼。我军擒住一位山贼，你上前盘问。[[/col]]\\n\\n我：「说吧，谁让你在这里作恶的？」\\n\\n山贼哭曰：「大人饶命！此地连年灾祸不断，饥荒久矣，巨木突现，结有果实，乡民哄抢，吾不忍食，留与妻儿，妻儿食之，皆疯癫魔化，村内哀鸿遍野，我等走投无路，集结各村残余乡亲，揭竿而起！」\\n\\n我继续问：「建木？你还知道巨木所在的位置吗？」\\n\\n山贼忙道：「知道！知道！将军且随我来。」\\n\\n跟着山贼走了半日，至一处崖壁，乃流星坠地之处，浓烟滚滚，山体崩塌，却不见其所述之树。\\n\\n山贼道：「怪哉！怪哉！此地巨木，不知所踪，盖为天星所毁耳！」\\n\\n我发现一处陨石坑，只见陨石上插着一柄粉色长刀。随后将其拔出，喃道：「啊，这是我的剑。但我明明……看来，[[col:blue]]不止有我来到这个世界了[[/col]]。」\\n\\n谋士不解：「主公此言是何道理？」\\n\\n我说：「没事，我只是担心……此地不宜久留，我们先回去吧。」\\n\\n谋士：「回营地去？」\\n\\n我说：「不，回都城去。」\\n"	""
"incidents_localised_title_kafka_mission_03_complete_kafka_leader"	"击退山贼"	""
"missions_localised_title_kafka_mission_04_kafka_leader"	"返回都城"	""
"missions_localised_description_kafka_mission_04_kafka_leader"	"回到营地，不敢多待，即刻军队启程，赶回都城"	""
"missions_localised_supplementary_text_kafka_mission_04kafka_mission_04_kafka_leader"	"[[i]]在补给耗尽之前，及时返回首都，以避免在外遭遇不测。[[/i]]"	""
"incidents_localised_title_kafka_mission_summon_huanlong_kafka_leader"	"幻胧"	""
"incidents_localised_description_kafka_mission_summon_huanlong_kafka_leader"	"「报！」一位士兵火急火燎冲进府内，打断了你和大臣的廷议。他气喘吁吁，单膝跪下，拱手道：「主公！有急事来报！」\\n\\n我：「怎么了？」\\n\\n卒曰：「乃西部之事！」\\n\\n我：「西部怎么了？」\\n\\n卒曰：「建木失踪乃是主公所见，属下打探，实则天星崩落之时，现一绿光鬼火，遇建木而焚，化为百丈巨人，四处游走攻击，诸侯皆恼，欲伐之。然巨人率阴兵十万，占尽羌胡之地，民皆亡。如今诸侯无力自保，唯主公可保天下！」\\n\\n我大惊：「看来……我的担心是对的，是幻胧，她来了。」\\n\\n谋士曰：「幻胧？何许人也？」\\n\\n我摇了摇头说：「不用知道是什么人，只需要知道，有她在，世界将永无宁日。」"	""
"incidents_localised_title_kafka_mission_05_kafka_leader"	"招贤纳士"	""
"incidents_localised_description_kafka_mission_05_kafka_leader"	"[[col:dark_grey]]随着幻胧逐渐形成威胁，你召集诸位谋士，共同商讨如何对付她。[[/col]]\\n\\n「如今幻胧实力越来越强了，我们得想办法阻止她。」我说。\\n\\n谋士曰：「今幻胧乃盘踞羌胡之地，地广人稀，物质贫瘠，暂时难成气候。主公可派大军袭扰，定叫她愈战愈疲，将其扼杀，此为上策。」\\n\\n我摇了摇头：「不好说，幻胧不是一般人能对付的。我们还需要一些帮手。」\\n\\n谋士：「属下明白，我等这就发布赏金，招揽各路英雄，待能者来投，共同讨伐强敌。」"	""
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_06_choice_kafka_leaderFIRST"	"没办法，继续等待吧"	""
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_06_choice_kafka_leaderSECOND"	"应该没人了，撤销招募令吧"	""
"dilemmas_localised_title_kafka_mission_06_choice_kafka_leader"	"无人来投"	""
"dilemmas_localised_description_kafka_mission_06_choice_kafka_leader"	"[[col:dark_grey]]一个季度过去了，没有任何人自告奋勇，愿意加入讨伐幻胧的队伍。[[/col]]"	""
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_07_choice_kafka_leaderFIRST"	"太好了，快去迎接吧"	""
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_07_choice_kafka_leaderSECOND"	"不了，继续等待"	""
"dilemmas_localised_title_kafka_mission_07_choice_kafka_leader"	"有人来投"	""
"dilemmas_localised_description_kafka_mission_07_choice_kafka_leader"	"[[col:dark_grey]]皇天不负有心人，有一名英雄前来应聘，是否迎接？[[/col]]"	""
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_08_choice_kafka_leaderFIRST"	"此人断不可留……"	""
"dilemmas_localised_title_kafka_mission_08_choice_kafka_leader"	"武将来投"	""
"dilemmas_localised_description_kafka_mission_08_choice_kafka_leader"	"[[col:dark_grey]]一位膀大腰圆，怒目圆睁的壮汉走入殿内。[[/col]]\\n\\n「自我介绍一下？」我说。\\n\\n壮汉曰：「吾乃无双猛将刘三刀，吾可三刀之内斩那幻胧！」\\n\\n[[col:dark_grey]]说罢，壮汉便舞弄起他的武器，结果一不留神大刀脱手，险些砸中一旁的廷臣。[[/col]]\\n\\n我摇了摇头：「叉出去。」\\n\\n壮汉曰：「主公，吾还有看家本领！主公且看……」随后便被卫兵拖了出去。"	""
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_09_choice_kafka_leaderFIRST"	"招揽……"	""
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_09_choice_kafka_leaderSECOND"	"此人断不可留……"	""
"dilemmas_localised_title_kafka_mission_09_choice_kafka_leader"	"武将来投"	""
"dilemmas_localised_description_kafka_mission_09_choice_kafka_leader"	"[[col:dark_grey]]一位紫发电眼，咄咄逼人之女走入殿内，沉默不语，静候你发话。[[/col]]\\n\\n「自我介绍一下？」我说。\\n\\n此女曰：「吾乃御建鸣神主尊大御所。」\\n\\n我说：「遇……遇见什么？」\\n\\n此女曰：「此身即是永恒，吾可协主一战幻胧。」"	""
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_10_choice_kafka_leaderFIRST"	"招揽……"	""
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_10_choice_kafka_leaderSECOND"	"此人断不可留……"	""
"dilemmas_localised_title_kafka_mission_10_choice_kafka_leader"	"武将来投"	""
"dilemmas_localised_description_kafka_mission_10_choice_kafka_leader"	"[[col:dark_grey]]一位性格老成，见多识广的先生背着手走入殿内。[[/col]]\\n\\n「自我介绍一下？」我说。\\n\\n先生曰：「叫我钟离便好。」\\n\\n我说：「好的，你有什么看家本领吗？」\\n\\n先生曰：「欲买桂花同载酒，终不似，少年游。」\\n\\n我说：「啊？什么？」"	""
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_11_choice_kafka_leaderFIRST"	"此人断不可留……"	""
"dilemmas_localised_title_kafka_mission_11_choice_kafka_leader"	"武将来投"	""
"dilemmas_localised_description_kafka_mission_11_choice_kafka_leader"	"[[col:dark_grey]]只见尖牙利齿，性格古怪之人径直闯入殿内，东张西望，似乎在寻找一人。[[/col]]\\n\\n「自我介绍一下？」我说。\\n\\n此人曰：「介绍？什么介绍？他宝了个贝的，你有没有看见一个紫色头发，自称是什么……巡海游侠的人？我正在找她，我打听到她往这里来了！」\\n\\n我说：「你不是来加入我们讨伐幻胧的队伍吗？」\\n\\n此人曰：「队伍？什么队伍？我在找人，紫色头发，紫色眼睛。他宝贝的一定是藏在你这里了，给我交出来！出来吧黄泉！」\\n\\n[[col:dark_grey]]说罢，他便不顾周围的人的劝阻，四处翻找起来。此时你想起前日正好有一位紫色头发之人投靠，无奈之下，你只能喊来了雷电将军[[/col]]\\n\\n「你……找我？」雷电将军一脸不解。\\n\\n「他宝了个贝的，你不是黄泉！」那人道，「他宝贝的黄泉，那个小可爱到底在不在你这！说啊！」\\n\\n我忍无可忍：「卫兵，把他给我轰出去！」"	""
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_12_choice_kafka_leaderFIRST"	"招揽……"	""
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_12_choice_kafka_leaderSECOND"	"此人断不可留……"	""
"dilemmas_localised_title_kafka_mission_12_choice_kafka_leader"	"武将来投"	""
"dilemmas_localised_description_kafka_mission_12_choice_kafka_leader"	"[[col:dark_grey]]一位身材矮小，粉色长发，气定神闲之人走入殿内。[[/col]]\\n\\n「自我介绍一下？」我说。\\n\\n答曰：「太卜司符玄。」\\n\\n我说：「太好了，我认识你，请你一定要加入！」\\n\\n符玄曰：「当然了，我会助你一臂之力。」"	""
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_13_choice_kafka_leaderFIRST"	"招揽……"	""
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_13_choice_kafka_leaderSECOND"	"此人断不可留……"	""
"dilemmas_localised_title_kafka_mission_13_choice_kafka_leader"	"武将来投"	""
"dilemmas_localised_description_kafka_mission_13_choice_kafka_leader"	"[[col:dark_grey]]一位长耳碧眼，状若狐狸之人走入殿内。[[/col]]\\n\\n「自我介绍一下？」我说。\\n\\n此人曰：「小女子名作停云，听闻主公正在讨伐幻胧，特来投靠。」\\n\\n我忽然察觉到此人并不简单：「很好，你正是我要找的人。」"	""
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_14_choice_kafka_leaderFIRST"	"招揽……"	""
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_14_choice_kafka_leaderSECOND"	"此人断不可留……"	""
"dilemmas_localised_title_kafka_mission_14_choice_kafka_leader"	"武将来投"	""
"dilemmas_localised_description_kafka_mission_14_choice_kafka_leader"	"[[col:dark_grey]]一对金发兄妹走入殿内。[[/col]]\\n\\n「自我介绍一下？」我说。\\n\\n二人曰：「吾乃空，荧双子，可助主公一臂之力，消灭幻胧。」\\n\\n我说：「你有什么擅长的？」\\n\\n二人曰：「我等游历茫茫星海之间，但寻一处栖身之所，此地鲜花遍野。」"	""
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_17_choice_kafka_leaderFIRST"	"招揽……"	""
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_17_choice_kafka_leaderSECOND"	"此人断不可留……"	""
"dilemmas_localised_title_kafka_mission_17_choice_kafka_leader"	"武将来投"	""
"dilemmas_localised_description_kafka_mission_17_choice_kafka_leader"	"[[col:dark_grey]]一位白发瘦小女子走入殿内，你定睛一看，这不是流萤吗？[[/col]]\\n\\n「流萤？」我说。\\n\\n流萤曰：「我……我和萨姆，愿助主公，讨伐……幻胧。」\\n\\n我说：「太好了，有了你和萨姆，我们的团队又壮大了！」"	""
"campaign_payload_ui_details_description_kafka_mission_02_kafka_leader"	"卡芙卡获得额外经验：34775"	""
"campaign_payload_ui_details_description_kafka_mission_05_kafka_leader"	"招募令已发布，主公请静候佳音……"	""
